"Event_id","Event_date","Event_group","involvement","IsProtest","preannounced","public_invitation","disruption","violence","symbolic","arrests","location_target","Event_name","headcount","action_freetext","location_freetext","Event_day","Event_prob_protest","issue"
"Austerity demo.2013-09-29.E1","2013-09-29","CNDuk, reclaimthepower","Participated, Participated","Protest","Before event day","Yes","No","No","No","No","Public space","austerity march, frack the frackers, give us a million climate jobs now, NHS not Trident","1000s","demonstration, march","Manchester, Liverpool Road","Sun",0.999559647743192,"env"
"NHS.2013-09-29.E1","2013-09-29","bectu, keepnhspublic, MidwivesRCM, NHSour, OccupyMCR, pcs_union, pplsassembly, resistunite, unisontheunion, unitetheunion","Participated, Participated, Participated, Organised, Participated, Organised, Organised, Participated, Organised, Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Save the NHS","50000","demonstration","Manchester","Sun",1,"pov"
"ShellOutSounds.2013-10-01.E1","2013-10-01","ShellOutSounds","Organised","Protest","After event","No","No","No","No","No","Public space","oppose Shell sponsorship of arts","","protest","Southbank","Tue",0.999999999613764,"env"
"NASUWT.2013-10-01.E1","2013-10-01","NASUWT","Organised","Both","Before event day","No","No","No","No","No","Public space","Teachers together, teacher strike and rally","1000s","strike, march, industrial action, rally","Eastern, East Midlands, West Midlands, Yorkshire and Humberside regions, Birmingham","Tue",0.99997205867944,"pov"
"ShellOutSounds.2013-10-02.E1","2013-10-02","ShellOutSounds","Organised","Protest","Before event day","No","Yes","No","Yes","No","Entertainment/cultural","Oppose Shell sponsorship","","singing, intervention","Southbank","Wed",0.805799424648285,"env"
"CNDuk.2013-10-03.E1","2013-10-03","CNDuk","Organised","Protest","After event","No","Yes","No","No","No","Company site","","","blockade","Atomic Weapons Establishment, Burghfield","Thu",0.831224501132965,"env"
"GreenpeaceUK.2013-10-05.E1","2013-10-05","GreenpeaceUK","Organised","Protest","Before event day","Yes","No","No","Yes","No","Embassy","solidarity with the Arctic 30","","vigil","Edinburgh, Russian consulate, cities across Britain","Sat",0.999759062560055,"env"
"Ukuncut.2013-10-05.E1","2013-10-05","Ukuncut","Organised","Protest","Before event day","Yes","Yes","No","No","No","Public space","defend legal aid","","roadblock","Hull, Cambridge, London, Northampton, Norwich, Liverpool and Manchester","Sat",1,"pov"
"pplsassembly.2013-10-06.E1","2013-10-06","pplsassembly","Organised","Protest","Before event day","Yes","No","No","Yes","No","Company site","Oppose Daily Mail hate","","protest, carnival","Daily Mail office, Manchester","Sun",1,"pov"
"CNDuk.2013-10-08.E1","2013-10-08","CNDuk","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","Oppose gagging law","","rally","Parliament square","Tue",0.995340834710302,"env"
"unitetheunion.2013-10-12.E1","2013-10-12","unitetheunion","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","March against fascism","","march","Liverpool","Sat",1,"pov"
"Dis_PPL_Protest.2013-10-14.E1","2013-10-14","Dis_PPL_Protest","Organised","Protest","Before event day","Yes","No","No","Yes","No","Court","Save Independent Living Fund","","vigil","Royal Courts of Justice","Mon",0.969190279374033,"pov"
"fbunational.2013-10-16.E1","2013-10-16","fbunational","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Save our fire and rescue service","","demonstration","","Wed",0.997622441069876,"pov"
"NASUWT.2013-10-17.E1","2013-10-17","NASUWT","Organised","Both","Before event day","No","No","No","No","No","Public space","Teachers together, teacher strike and march","1000s","strike, march, rally","North East, London, South East and South West regions","Thu",0.999999972888537,"pov"
"unitetheunion.2013-10-18.E1","2013-10-18","unitetheunion","Participated","Protest","Before event day","Yes","No","No","No","No","Political site","oppose council tax benefit cuts","","protest","Camberwell magistrates court","Fri",0.986908218654509,"pov"
"TheStudentAssem.2013-10-18.E1","2013-10-18","TheStudentAssem","Organised","Protest","Before event day","Yes","No","No","Yes","No","Political site","The Great Student Sell Off, oppose sale of student debt","","stunt","BIS","Fri",0.939484170996561,"pov"
"FrackOffLondon.2013-10-23.E1","2013-10-23","FrackOffLondon","Organised","Protest","Before event day","Yes","No","No","No","No","Company site","Oppose greenwashing","","demonstration","outside the Shale Gas Environmental Summit, Great Portland street","Wed",0.956195017272502,"env"
"TheStudentAssem.2013-10-24.E1","2013-10-24","TheStudentAssem","Organised","Protest","Before event day","Yes","No","No","No","No","Other","oppose austerity","","rally","SOAS","Thu",0.897223261465425,"pov"
"ShellOutSounds.2013-10-25.E1","2013-10-25","ShellOutSounds","Organised","Protest","After event","No","Yes","No","Yes","No","Company site","Oppose Shell sponsorship","","flashmob choir","Southbank","Fri",1,"env"
"ShellOutSounds.2013-10-26.E1","2013-10-26","ShellOutSounds","Organised","Protest","After event","No","No","No","Yes","No","Entertainment/cultural","oppose Shell sponsorship","","flashmob choir","Southbank","Sat",0.999998385494296,"env"
"HousingActionSL.2013-10-28.E1","2013-10-28","HousingActionSL","Organised","Protest","After event","No","Yes","No","No","No","Other","oppose sale of council housing","","occupation","home in Southwark","Mon",0.999900562500543,"pov"
"TheCCoalition.2013-10-30.E1","2013-10-30","TheCCoalition","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Want to see double demo, support walking and cycling","","demonstration","Edinburgh, St Andrew's House, Regent Road","Wed",0.999575663989209,"env"
"fairpayinHE.2013-10-31.E1","2013-10-31","unisontheunion, unitetheunion","Participated, Organised","Strike","Before event day","No","No","No","No","No","Other","Fair pay in higher education","","strike, picket","","Thu",0.999999977040227,"pov"
"CNDuk.2013-11-05.E1","2013-11-05","CNDuk","Participated","Protest","On day, before event","Yes","Yes","No","No","No","Public space","Burn austerity protest, cut war not welfare","","protest, block","Westminster bridge","Tue",0.653279855461925,"env"
"anti austerity.2013-11-05.E1","2013-11-05","pplsassembly, TheStudentAssem","Organised, Organised","Protest","Before event day","Yes","Yes","No","No","No","Public space","oppose austerity","","civil disobedience, protest, block bridge","Westminster bridge","Tue",1,"pov"
"ASLEFunion.2013-11-09.E1","2013-11-09","ASLEFunion","Organised","Strike","Before event day","No","No","No","No","No","Other","ASLEF strike","","strike","","Sat",0.989256970425692,"pov"
"ShellOutSounds.2013-11-10.E1","2013-11-10","ShellOutSounds","Organised","Protest","After event","No","Yes","No","Yes","No","Entertainment/cultural","Oppose Shell sponsorship","","harmonic disobedience","Southbank","Sun",0.774100184440613,"env"
"unitetheunion.2013-11-12.E1","2013-11-12","unitetheunion","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","oppose bedroom tax","","demonstration, lobby, rally","outside Parliament","Tue",0.998930396036216,"pov"
"GreenpeaceUK.2013-11-16.E1","2013-11-16","GreenpeaceUK","Organised","Protest","Before event day","Yes","No","No","No","No","Unknown","support the Arctic 30","","protest","","Sat",0.999999575200476,"env"
"unitetheunion.2013-11-16.E1","2013-11-16","unitetheunion","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Defend workers rights","","demonstration","Doncaster rovers football ground","Sat",0.999500734485722,"pov"
"unitetheunion.2013-11-16.E2","2013-11-16","unitetheunion","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Save shipbuilding jobs",NA,"march","Portsmouth","Sat",0.999500734485722,"pov"
"TheCCoalition.2013-11-18.E1","2013-11-18","TheCCoalition","Organised","Protest","After event","No","No","No","Yes","No","Unknown","Coal-land stunt, prioritise climate change","","action, stunt, dress up","Edinburgh","Mon",0.937070591436285,"env"
"TheStudentAssem.2013-11-20.E1","2013-11-20","TheStudentAssem","Organised","Protest","Before event day","Yes","Yes","No","Yes","No","Other","Oppose privatisation of student debt","","occupied Santander branch, wearing ball and chain","Sheffield university, Nottingham university, ","Wed",1,"pov"
"unitetheunion.2013-11-20.E1","2013-11-20","unitetheunion","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","oppose blacklisting, construction companies own up, pay up, clean up","","protest","nationwide","Wed",0.999999997058927,"pov"
"HousingActionSL.2013-11-20.E1","2013-11-20","HousingActionSL","Participated","Protest","Before event day","No","No","No","No","No","Public space","No evictions","200","protest","Lambeth town hall","Wed",0.999009993957836,"pov"
"GreenpeaceUK.2013-11-23.E1","2013-11-23","GreenpeaceUK","Organised","Protest","After event","No","No","No","No","No","Company site","solidarity with arctic 30","","protest","Shell, Islington","Sat",0.995176453822597,"env"
"reclaimthepower.2013-11-26.E1","2013-11-26","reclaimthepower","Participated","Protest","Before event day","Yes","No","No","No","No","Company site","Bring down the big six, fuel poverty kills","","march","big six target","Tue",0.978475176015193,"env"
"big6.2013-11-26.E1","2013-11-26","Dis_PPL_Protest, Ukuncut","Organised, Organised","Protest","Before event day","Yes","No","No","Yes","No","Company site","Bring down the big 6","700","protest, carry coffin","npower office","Tue",1,"pov"
"bectu.2013-11-30.E1","2013-11-30","bectu","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Choice FM","","demonstration","London","Sat",0.975055429789762,"pov"
"ShellOutSounds.2013-12-01.E1","2013-12-01","ShellOutSounds","Organised","Protest","After event","No","No","No","Yes","No","Entertainment/cultural","Oppose Shell sponsorship","50","flashmob","Southbank","Sun",0.998660778773006,"env"
"CNDuk.2013-12-03.E1","2013-12-03","CNDuk","Organised","Protest","On day, before event","No","No","No","No","No","Political site","Oppose Cumbria nuclear waste dump","","protest","DECC","Tue",0.805267453193665,"env"
"university strike.2013-12-03.E1","2013-12-03","TheStudentAssem, unisontheunion, unitetheunion","None, Organised, Organised","Strike","Before event day","No","No","No","No","No","Other","fair pay in higher education","","strike","","Tue",0.999999999999983,"pov"
"university strike.2013-12-03.E2","2013-12-03","TheStudentAssem, unisontheunion, unitetheunion","Organised, None, None","Protest","After event","No","Yes","No","No","No","Other","Solidarity with HE strikes occupation",NA,"occupation","Sussex university, Goldsmiths college","Tue",0.999999999999983,"pov"
"student housing.2013-12-04.E1","2013-12-04","OccupyLondon, TheStudentAssem","Participated, Participated","Protest","After event","No","Yes","No","No","No","Other","Student housing","","demonstration, occupation, (alleged police violence)","University of London","Wed",0.999996831570628,"pov"
"CNDuk.2013-12-05.E1","2013-12-05","CNDuk","Organised","Protest","Before event day","No","No","No","No","No","Court","Support legal challenge against new nuclear plant","","demonstration","Royal Court of Justice","Thu",0.982599038867843,"env"
"reclaimthepower.2013-12-08.E1","2013-12-08","reclaimthepower","Organised","Protest","Before event day","Yes","No","No","No","No","Company site","No to coal bed methane, no to fracking","","protest, rally","Barton Moss","Sun",0.892544687,"env"
"TheStudentAssem.2013-12-11.E1","2013-12-11","TheStudentAssem","Organised","Protest","Before event day","Yes","No","No","No","No","Other","Defend right to protest","1000","march","University of London","Wed",0.99054852379277,"pov"
"unitetheunion.2013-12-14.E1","2013-12-14","unitetheunion","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","save shipbuilding in Portsmouth","","march, rally","Portsmouth","Sat",0.999919698208394,"pov"
"pplsassembly.2013-12-14.E1","2013-12-14","pplsassembly","Organised","Protest","Before event day","Yes","No","No","Yes","No","Public space","Austerity kills Christmas","","alternative carol singing, protest, day of action","Piccadilly Gardens","Sat",0.999493605727472,"pov"
"reclaimthepower.2013-12-16.E1","2013-12-16","reclaimthepower","Organised","Protest","After event","No","Yes","No","Yes","No","Company site","Oppose fracking","50","blockade, blockade with wind turbine","Barton Moss fracking site","Mon",0.997233876227696,"env"
"unitetheunion.2013-12-16.E1","2013-12-16","unitetheunion","Organised","Protest","After event","No","No","No","No","No","Political site","Oppose hospital closure clause","","protest, petition hand in","Department of Health","Mon",0.996748160571583,"pov"
"EquityUK.2014-01-09.E1","2014-01-09","EquityUK","Participated","Protest","Before event day","Yes","No","No","No","No","Unknown","save Southwark","","protest","","Thu",0.998475403135911,"pov"
"reclaimthepower.2014-01-12.E1","2014-01-12","reclaimthepower","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","locals reject fracking","1000","march, rally","Barton moss, Salford","Sun",0.999031362374919,"env"
"reclaimthepower.2014-01-13.E1","2014-01-13","reclaimthepower","Organised","Protest","After event","No","Yes","No","No","No","Company site","Oppose fracking","","lock on","Barton Moss","Mon",0.796507596969604,"env"
"CNDuk.2014-01-18.E1","2014-01-18","CNDuk","Participated","Protest","Before event day","Yes","No","No","Yes","No","Embassy","","","protest, vigil","Israeli embassy","Sat",0.918124050220159,"env"
"reclaimthepower.2014-01-19.E1","2014-01-19","reclaimthepower","Organised","Protest","Before event day","Yes","No","No","No","No","Company site","Oppose fracking","","rally","Balcombe","Sun",0.885272800922394,"env"
"reclaimthepower.2014-01-23.E1","2014-01-23","reclaimthepower","Organised","Protest","After event","No","No","No","Yes","No","Court","solidarity with anti-fracking activists in court","","banner drop","court","Thu",0.769826847901034,"env"
"unisontheunion.2014-01-25.E1","2014-01-25","unisontheunion","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","anti cuts to youth services","","rally","Cardiff","Sat",0.908852517604828,"pov"
